Type,FiscalYear,WorkPeriod,StatedDistrict,PresentDayDistrict,ProjectDistrict,ProjectName,PlacementLocation,RemovedFromNavPath,VolumePlaced,VolumePlacedUnit,MeasurementType,WeightPlaced,WeightPlacedUnit,MaterialPlaced,WorkType,OperationID,DistrictID,ProjectID,ApproxPageNumber,Appendix,Offset,FileVolume,FilePart
Placement,1924,During Fiscal Year,Los Angeles District,Los Angeles District,San Francisco District,"HUMBOLDT HARBOR AND BAY, CALIF. (A12)",north jetty,,,,,"74,985",tons,stone,,1234880276965444,1234880276894225,1234880276893240,1656,No,6447272,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,,Florence District,Nashville District,,"DAM NO. 2, MUSCLE SHOALS, TENNESSEE RIVER, ALA.",wall,,"269,809",cubic yards,,,,concrete,,1234880276965187,1234880276894168,1234880276893020,1201,No,4649812,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,,Florence District,Nashville District,,"DAM NO. 2, MUSCLE SHOALS, TENNESSEE RIVER, ALA.",,,"13,590",cubic yards,,,,clay,,1234880276965181,1234880276894168,1234880276893020,1201,No,4649640,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,End of Fiscal Year,Philadelphia District,Philadelphia District,,"Opposite Port Richmond, Pa",dikes,,,,,"691,144",tons,,,1234880276964669,1234880276894041,1234880276892498,321,No,1242272,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,,Florence District,Nashville District,,"DAM NO. 2, MUSCLE SHOALS, TENNESSEE RIVER, ALA.",,,"1,630",cubic yards,,,,rock,,1234880276965181,1234880276894168,1234880276893020,1201,No,4649609,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Florence District,Nashville District,,"DAM NO. 2, MUSCLE SHOALS, TENNESSEE RIVER, ALA.",,,"1,622",cubic yards,,,,,,1234880276965171,1234880276894168,1234880276893020,1200,No,4642216,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Florence District,Nashville District,,"DAM NO. 2, MUSCLE SHOALS, TENNESSEE RIVER, ALA.",,,"14,490.2",cubic yards,,,,concrete,,1234880276965171,1234880276894168,1234880276893020,1200,No,4642160,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Philadelphia District,Philadelphia District,,"Opposite Port Richmond, Pa",,Delaware River,"4,904,927",cubic yards,,,,,,1234880276964653,1234880276894041,1234880276892498,319,No,1234607,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Los Angeles District,Los Angeles District,San Francisco District,RICHMOND HARBOR. CALIF. (A4),wall,existing channel,"296,000",cubic yards,,,,,,1234880276965420,1234880276894225,1234880276893232,1633,No,6360251,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Nashville District,Nashville District,,"CUMBERLAND RIVER, TENN. AND KY., BELOW NASHVILLE. (Al)",wall,,"2,211",cubic yards,,,,additional derrick,,1234880276965154,1234880276894158,1234880276893009,1162,No,4492782,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Rock Island District,Rock Island District,Rock Island District,"MISSISSIPPI RIVER BETWEEN MISSOURI RIVER AND MINNE-  APOLIS, MINN.",,,"2,962",cubic yards,,,,top soil,,1234880276965138,1234880276894143,1234880276892951,1096,No,4231408,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Jacksonville District,Jacksonville District,,"HARBOR AT MIAMI (BISCAYNE BAY), FLA. (B3)",jetties,entrance channel,"3,311",cubic yards,,,,granite,,1234880276964885,1234880276894079,1234880276892734,675,No,2611872,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Jacksonville District,Jacksonville District,,"ST. JOHNS RIVER, FLA., JACKSONVILLE TO THE OCEAN. (Al)",jetties,,,,,"8,451.15",tons,stone,,1234880276964873,1234880276894079,1234880276892727,651,No,2522235,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Jacksonville District,Jacksonville District,,"ST. JOHNS RIVER, FLA., JACKSONVILLE TO THE OCEAN. (Al)",jetties,,,,,"20,895.32",tons,stone,,1234880276964871,1234880276894079,1234880276892727,651,No,2522004,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Jacksonville District,Jacksonville District,,"ST. JOHNS RIVER, FLA., JACKSONVILLE TO THE OCEAN. (Al)",wall,,"188,388",cubic yards,,,,,,1234880276964866,1234880276894079,1234880276892727,651,No,2521295,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,,SUPERVISION OF THE HARBOR OF NEW YORK," """,,ANACOSTIA PARK AND THE RECLAMATION AND DEVELOPMENT OF,,,"14,332",cubic yards,,,,miscellaneous refLuse,,1234880276965636,1234880276894281,1234880276893864,1993,No,7915142,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Jacksonville District,Jacksonville District,,"ST. JOHNS RIVER, FLA., JACKSONVILLE TO THE OCEAN. (Al)",wall,channel,"379,094",cubic yards,,,,,,1234880276964868,1234880276894079,1234880276892727,651,No,2521489,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,,SUPERVISION OF THE HARBOR OF NEW YORK," """,,ANACOSTIA PARK AND THE RECLAMATION AND DEVELOPMENT OF,,,20.007,cubic yards,,,,,,1234880276965636,1234880276894281,1234880276893864,1993,No,7915099,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,MISSISSIPPI RIVER COMMISSION,,,"CONTROL OF FLOODS, REMOVAL OF DIBRIS, AND IMPROVEMENT  OF SACRAMENTO RIVER, CALIF.",revetment,Mississippi River,"17,690,703",cubic yards,,,,material,,1234880276965624,1234880276894281,1234880276893332,1870,No,7257905,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Buffalo District,Buffalo District,,"HARBOR AT OSWEGO, N. Y.  (C5)",breakwater,,"2,029.8",cubic yards,,,,concrete,,1234880276965374,1234880276894217,1234880276893208,1598,No,6228552,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,,SUPERVISION OF THE HARBOR OF NEW YORK," """,,AND ITS AMIENDMENTS,,,"420,397,963",cubic yards,,,,,,1234880276965630,1234880276894281,1234880276893863,1986,No,7890261,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Rock Island District,Rock Island District,Rock Island District,"MISSISSIPPI RIVER BETWEEN MISSOURI RIVER AND MINNE-  APOLIS, MINN.",,,"2,499",cubic yards,,,,concrete,,1234880276965117,1234880276894143,1234880276892951,1095,No,4227397,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Buffalo District,Buffalo District,,"HARBOR AT LITTLE SODUS BAY, N. Y.  (C4)",,channel,,,,"1,392",tons,riprap,,1234880276965372,1234880276894217,1234880276893207,1593,No,6210771,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,,SUPERVISION OF THE HARBOR OF NEW YORK," """,,LIST OF WORKS AND DUTIES,,,"25,009,707",cubic yards,,,,,,1234880276965628,1234880276894281,1234880276893861,1983,No,7872607,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1924,During Fiscal Year,Rock Island District,Rock Island District,Rock Island District,"MISSISSIPPI RIVER BETWEEN MISSOURI RIVER AND MINNE-  APOLIS, MINN.",walls,Duck Creek,"22,517",cubic yards,,,,mixed materials,,1234880276965115,1234880276894143,1234880276892951,1094,No,4224187,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1924_PartI.csv,I
Placement,1928,During Fiscal Year,Jacksonville District,Jacksonville District,,"HARBOR AT MIAMI (BISCAYNE BAY), FLA.",jetty,,"50,000",cubic yards,,,,,,757068867380090,757068867307841,757068867306470,723,No,2828767,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Florence District,Nashville District,,OPERATING AND CARE OF LOCKS AND DAMS ON THE OHIO RIVER,dam,main channel,,,,"1,407",tons,large derrick,,757068867380348,757068867307900,757068867306755,1235,No,4838024,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Jacksonville District,Jacksonville District,,"HARBOR AT MIAMI (BISCAYNE BAY), FLA.",,,"122,000",cubic yards,,,,material,,757068867380090,757068867307841,757068867306470,723,No,2828803,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Jacksonville District,Jacksonville District,,"HARBOR AT MIAMI (BISCAYNE BAY), FLA.",revetment,,"8,754",cubic yards,,,,,,757068867380093,757068867307841,757068867306470,723,No,2829106,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Florence District,Nashville District,,OPERATING AND CARE OF LOCKS AND DAMS ON THE OHIO RIVER,,main channel,,,,780,tons,,,757068867380348,757068867307900,757068867306755,1235,No,4838074,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Jacksonville District,Jacksonville District,,"HARBOR AT MIAMI (BISCAYNE BAY), FLA.",north jetty,,"1,210",cubic yards,,,,,,757068867380095,757068867307841,757068867306470,723,No,2829236,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Florence District,Nashville District,,OPERATING AND CARE OF LOCKS AND DAMS ON THE OHIO RIVER,wall,,"1,700",cubic yards,,,,material,,757068867380351,757068867307900,757068867306755,1235,No,4838367,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Florence District,Nashville District,,OPERATING AND CARE OF LOCKS AND DAMS ON THE OHIO RIVER,,navigable pass,,,,900,tons,derrick stone,,757068867380353,757068867307900,757068867306755,1236,No,4840706,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Portland District,Portland District,Portland District,"COOS BAY, OREG.",tunnel,Coos Bay,,,,"118,780.53",tons,stone,,757068867380614,757068867307955,757068867306998,1694,No,6627541,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,Local Cooperation,Baltimore District,Baltimore District,,"BALTIMORE HARBOR AND CHANNELS, MD.",bulkhead,bulkheads,"782,998",cubic yards,,,,,,757068867379848,757068867307817,757068867306299,442,No,1729407,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Portland District,Portland District,Portland District,"COOS BAY, OREG.",jetty,,,,,"123,161.54",tons,stone,,757068867380616,757068867307955,757068867306998,1694,No,6628051,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,,Florence District,Nashville District,,OPERATING AND CARE OF LOCKS AND DAMS ON THE OHIO RIVER,wall,lower river,150,cubic yards,,,,gravel,,757068867380359,757068867307900,757068867306755,1237,No,4848760,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,,Florence District,Nashville District,,OPERATING AND CARE OF LOCKS AND DAMS ON THE OHIO RIVER,,,,,,50,tons,stone,,757068867380363,757068867307900,757068867306755,1238,No,4852352,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,,Florence District,Nashville District,,OPERATING AND CARE OF LOCKS AND DAMS ON THE OHIO RIVER,wall,river,,,,"1,925",tons,stone protection,,757068867380367,757068867307900,757068867306755,1238,No,4854747,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,End of Fiscal Year,Portland District,Portland District,Portland District,"UMPQUA RIVER, OREG.",jetty,Port,,,,"306,701.02",tons,stone,,757068867380623,757068867307955,757068867307000,1703,No,6664120,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Pittsburgh District,Pittsburgh District,Pittsburgh District,"MONONGAHELA RIVER, PA. AND W. VA.",berm,,"10,500",cubic yards,,,,heavy bank,,757068867380369,757068867307906,757068867306785,1242,No,4875186,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,Local Cooperation,Portland District,Portland District,Portland District,"SIUSLAW RIVER, OREG.",south jetty,,,,,"65,500",tons,rock,,757068867380625,757068867307955,757068867307001,1706,No,6678495,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,"Washington, DC",Baltimore District,,"POTOMAC RIVER AT WASHINGTON, D. C.",levee,Gravelly Point deposit basin,"52,955",cubic yards,,,,material,,757068867379860,757068867307820,757068867306324,468,No,1831336,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Pittsburgh District,Pittsburgh District,,"OPERATING AND CARE OF LOCKS AND DAMS, MONONGAHELA  RIVER, PA. AND W. VA.",wall,river,,,,500,tons,riprap stone,,757068867380371,757068867307906,757068867306786,1245,No,4885821,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Pittsburgh District,Pittsburgh District,,"OPERATING AND CARE OF LOCKS AND DAMS, MONONGAHELA  RIVER, PA. AND W. VA.",,,78,cubic yards,,,,,,757068867380373,757068867307906,757068867306786,1245,No,4885958,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,Local Cooperation,Portland District,Portland District,Portland District,"YAQUINA BAY AND HARBOR, OREG.",south jetty,18-foot bay channel,,,,"222,501",tons,stone,,757068867380629,757068867307955,757068867307003,1713,No,6704341,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Boston District,New England District,New England District,"SACO RIVER, ME.",breakwater,channel,,,,"2,901",tons,stone,,757068867379607,757068867307789,757068867306065,34,No,137003,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Pittsburgh District,Pittsburgh District,,"OPERATING AND CARE OF LOCKS AND DAMS, MONONGAHELA  RIVER, PA. AND W. VA.",,,,,,960,tons,stone,,757068867380375,757068867307906,757068867306786,1245,No,4886168,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,End of Fiscal Year,Boston District,New England District,,"HARBOR AT ISLES OF SHOALS, ME. AND N. H.",breakwater,,,,,"2,000",tons,riprap,,757068867379609,757068867307789,757068867306066,38,No,152191,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,End of Fiscal Year,"Washington, DC",Baltimore District,Baltimore District,"POTOMAC RIVER AT ALEXANDRIA, VA.",wall,basin,"60,000",cubic yards,,,,,,757068867379868,757068867307820,757068867306325,472,No,1844780,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Pittsburgh District,Pittsburgh District,Pittsburgh District,"ALLEGHENY RIVER, PA.-CONSTRUCTION  OF LOCKS AND DAMS",dam,15-foot spillway,"1,200",cubic yards,,,,,,757068867380379,757068867307906,757068867306787,1251,No,4909676,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Pittsburgh District,Pittsburgh District,Pittsburgh District,"ALLEGHENY RIVER, PA.-CONSTRUCTION  OF LOCKS AND DAMS",,,,,,"1,484",tons,derrick stone and slag,,757068867380381,757068867307906,757068867306787,1251,No,4909786,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Pittsburgh District,Pittsburgh District,Pittsburgh District,"ALLEGHENY RIVER, PA.-CONSTRUCTION  OF LOCKS AND DAMS",wall,,,,,"26,332",tons,heavy slag,,757068867380383,757068867307906,757068867306787,1251,No,4909944,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,"Washington, DC",Baltimore District,Baltimore District,"POTOMAC RIVER BELOW WASHINGTON, D. C.",shore,channels,"1,277,241",cubic yards,,,,material,,757068867379874,757068867307820,757068867306326,474,No,1853636,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Pittsburgh District,Pittsburgh District,Pittsburgh District,"ALLEGHENY RIVER, PA.-CONSTRUCTION  OF LOCKS AND DAMS",,,"19,952",cubic yards,,,,material,,757068867380385,757068867307906,757068867306787,1251,No,4910298,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Pittsburgh District,Pittsburgh District,,"OPERATING AND CARE OF LOCKS AND DAMS, ALLEGHENY  RIVER, PA.",dam,,45,cubic yards,,,,derrick stone,,757068867380389,757068867307906,757068867306788,1254,No,4923023,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Pittsburgh District,Pittsburgh District,,"OPERATING AND CARE OF LOCKS AND DAMS, ALLEGHENY  RIVER, PA.",dam,,,,,"3,796",tons,derrick stone,,757068867380391,757068867307906,757068867306788,1254,No,4923244,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Huntington District,Huntington District,,OPERATING AND CARE OF LOCKS AND DAMS ON BIG SANDY,weir,,"1,700",cubic yards,,,,derrick stone,,757068867380397,757068867307909,757068867306801,1270,No,4985389,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,End of Fiscal Year,New Orleans District,New Orleans District,,"SOUTHWEST PASS, MISSISSIPPI RIVER, LA.",jetties,bulkheads,"17,093,208",cubic yards,,,,,,757068867380144,757068867307851,757068867306562,877,No,3432062,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,"Washington, DC",Baltimore District,Norfolk District,"RAPPAHANNOCK RIVER, VA.",,basin,"13,652",cubic yards,,,,material,,757068867379892,757068867307820,757068867306330,483,No,1889516,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Duluth District,Detroit District,,"HARBOR AT DULUTH, MINN., AND SUPERIOR, WIS.",,Duluth Canal,,,,750,tons,stone riprap,,757068867380409,757068867307924,757068867306823,1299,No,5095362,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,End of Fiscal Year,"Washington, DC",Baltimore District,Norfolk District,"URBANNA CREEK, VA.",jetty,,"3,937",cubic yards,,,,riprap,,757068867379902,757068867307820,757068867306332,488,No,1908843,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,New Orleans District,New Orleans District,,"OPERATING AND CARE OF HARVEY CANALS AND LOCK, LA.",bulkhead,canal,200,cubic yards,,,,earth,,757068867380176,757068867307851,757068867306583,925,No,3613615,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Norfolk District,Norfolk District,Norfolk District,"NORFOLK HARBOR, VA.",bulkhead,channel,,,,"8,079.59",tons,stone,,757068867379921,757068867307823,757068867306350,506,No,1973833,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,New York District,New York District,New York District,"BROWNS CREEK, N. Y.",jetty,East River,981,cubic yards,,,,rock,,757068867379668,757068867307796,757068867306165,196,No,759016,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Seattle District,Seattle District,,"WATERWAY CONNECTING PORT TOWNSEND BAY AND OAK BAY,  WASH.",bulkhead,channel,,,,400,tons,rock,,757068867380695,757068867307965,757068867307036,1790,No,7006017,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Galveston District,Galveston District,Galveston District,"SABINE-NECHES WATERWAY, TEX.",west jetty,,,,,"83,384.05",tons,stone,,757068867380192,757068867307862,757068867306609,951,No,3706237,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Norfolk District,Norfolk District,Norfolk District,"JAMES RIVER, VA.",,channel,"450,418",cubic yards,bin measurement,,,,,757068867379947,757068867307823,757068867306353,518,No,2023862,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Seattle District,Seattle District,Seattle District,"SKAGIT RIVER, WASH.",dikes,,560,cubic yards,,,,earth,,757068867380719,757068867307965,757068867307044,1815,No,7105727,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Chicago District,Chicago District,Chicago District,"INDIANA HARBOR, IND.",,Indiana Harbor Canal,,,,288,tons,riprap stone,,757068867380469,757068867307929,757068867306886,,No,5673790,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Honolulu District,Honolulu District,,"HILO HARBOR, HAWAII",breakwater,,,,,"98,490",tons,rock,,757068867380728,757068867307974,757068867307069,184,No,7204412,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
Placement,1928,During Fiscal Year,Chicago District,Chicago District,,"ILLINOIS RIVER, ILL.",bulkhead,,700,cubic yards,,,,material,,757068867380474,757068867307929,757068867306889,1454,No,5705391,C:\Users\jwullert\Documents\Projects\Government\ArmyCorp\Task2_Extraction\Version2\Version2_Data+Results\Final2\Results\Placement_1928_Part1.csv,1
